"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","data"
"38","RT @BetoMafra: #PECdaMorte #OPovoDecide
@PTnoSenado lança campanha em favor de #referendo sobre a #PEC55
https://t.co/G1uinRkvfm @RogerioCo…",FALSE,0,NA,2016-11-22 18:29:23,FALSE,NA,"801130472420110336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wielewski_13",1,TRUE,FALSE,NA,NA,2016-11-22
"39","RT @redebrasilatual: Carina Vitral, da UNE: #PEC55 mata o Plano Nacional de Educação https://t.co/GPKmuiVct2 https://t.co/KrB3CqQpBC",FALSE,0,NA,2016-11-22 18:28:31,FALSE,NA,"801130253884293123",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","J_Gondim",3,TRUE,FALSE,NA,NA,2016-11-22
"40","Carina Vitral, da UNE: #PEC55 mata o Plano Nacional de Educação https://t.co/GPKmuiVct2 https://t.co/KrB3CqQpBC",FALSE,4,NA,2016-11-22 18:27:12,FALSE,NA,"801129921477308420",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","redebrasilatual",3,FALSE,FALSE,NA,NA,2016-11-22
"41","#oPovoDecide e vamos para rua contra essa #Pec55 ou #Pec241 #TemerGolpista #oBrasilNãoVaiSeCalar",FALSE,2,NA,2016-11-22 18:26:59,FALSE,NA,"801129869392351236",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","nonato_rc",0,FALSE,FALSE,NA,NA,2016-11-22
"42","RT @enioverri: Quem paga o pato com a #PEC55 é o Povo. Não taxam grandes fortunas, o governo prefere tirar de quem tem menos #OPovoDecide",FALSE,0,NA,2016-11-22 18:26:54,FALSE,NA,"801129847430975488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","messiasnunes2",93,TRUE,FALSE,NA,NA,2016-11-22
"43","RT @RogerioCorreia_: #PECdaMorte #PECdoFimDoMundo #OPovoDecide
@PTnoSenado lança campanha em favor de #referendo sobre a #PEC55

https://t.…",FALSE,0,NA,2016-11-22 18:25:28,FALSE,NA,"801129487094153216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LoboTeresinha",2,TRUE,FALSE,NA,NA,2016-11-22
"44","RT @wielewski_13: Retweeted Beto Mafra (@BetoMafra):

#oPovoDecide - desmontando a #PEC55 @SenadoFederal #PECdaMORTENao... https://t.co/3Uq…",FALSE,0,NA,2016-11-22 18:25:01,FALSE,NA,"801129372665217024",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","henriquepiau",1,TRUE,FALSE,NA,NA,2016-11-22
"45","RT @LindbergFarias: Está começando o tuitaço #oPovoDecide! Não dá para algo tão importante como a #PEC55 passar sem ouvir a população. Part…",FALSE,0,NA,2016-11-22 18:24:57,FALSE,NA,"801129355791527936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hevercosta",155,TRUE,FALSE,NA,NA,2016-11-22
"46","RT @PTnaCamara: #oPovoDecide expressa a mobilização que pede referendo para a sociedade decidir sobre a #PEC55 e está nos TTs Brasil! Logo…",FALSE,0,NA,2016-11-22 18:24:41,FALSE,NA,"801129290171486208",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","Lucas14011978",22,TRUE,FALSE,NA,NA,2016-11-22
"47","RT @BohnGass: Ilegítimo e conivente c/ a corrupção, Temer ñ pode ter poder algum sobre o futuro do Brasil. #PEC55 #oPovoDecide",FALSE,0,NA,2016-11-22 18:24:19,FALSE,NA,"801129196122738688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tarciana",69,TRUE,FALSE,NA,NA,2016-11-22
"48","RT @PTnaCamara: Pagar a conta sem ser consultado é pagar o pato da ganância dos banqueiros #PEC55  #oPovoDecide https://t.co/q9rK606TSL",FALSE,0,NA,2016-11-22 18:23:59,FALSE,NA,"801129113700466688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","adifersan",23,TRUE,FALSE,NA,NA,2016-11-22
"49","RT @ptbrasil: Está começando o tuitaço #oPovoDecide! Não dá para algo tão importante como a #PEC55 passar sem ouvir a população. Participe!",FALSE,0,NA,2016-11-22 18:23:52,FALSE,NA,"801129083862188032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","henriqueeliaspt",18,TRUE,FALSE,NA,NA,2016-11-22
"50","RT @LindbergFarias: Está começando o tuitaço #oPovoDecide! Não dá para algo tão importante como a #PEC55 passar sem ouvir a população. Part…",FALSE,0,NA,2016-11-22 18:23:17,FALSE,NA,"801128937271263236",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fredericosotero",155,TRUE,FALSE,NA,NA,2016-11-22
"51","RT @kaaaska: #oPovoDecide não aceitar a #PEC55",FALSE,0,NA,2016-11-22 18:22:56,FALSE,NA,"801128850117787648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","melizacaramez",1,TRUE,FALSE,NA,NA,2016-11-22
"52","RT @ptbrasil: Está começando o tuitaço #oPovoDecide! Não dá para algo tão importante como a #PEC55 passar sem ouvir a população. Participe!",FALSE,0,NA,2016-11-22 18:22:54,FALSE,NA,"801128840110239744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LoboTeresinha",18,TRUE,FALSE,NA,NA,2016-11-22
"53","RT @enioverri: Quem paga o pato com a #PEC55 é o Povo. Não taxam grandes fortunas, o governo prefere tirar de quem tem menos #OPovoDecide",FALSE,0,NA,2016-11-22 18:22:46,FALSE,NA,"801128807499436032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LoboTeresinha",93,TRUE,FALSE,NA,NA,2016-11-22
"54","RT @BohnGass: Ilegítimo e conivente c/ a corrupção, Temer ñ pode ter poder algum sobre o futuro do Brasil. #PEC55 #oPovoDecide",FALSE,0,NA,2016-11-22 18:22:37,FALSE,NA,"801128771147407360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LoboTeresinha",69,TRUE,FALSE,NA,NA,2016-11-22
"55","RT @LindbergFarias: Está começando o tuitaço #oPovoDecide! Não dá para algo tão importante como a #PEC55 passar sem ouvir a população. Part…",FALSE,0,NA,2016-11-22 18:22:33,FALSE,NA,"801128751312621569",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wielewski_13",155,TRUE,FALSE,NA,NA,2016-11-22
"56","RT @LindbergFarias: Está começando o tuitaço #oPovoDecide! Não dá para algo tão importante como a #PEC55 passar sem ouvir a população. Part…",FALSE,0,NA,2016-11-22 18:21:26,FALSE,NA,"801128471468666880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tarciana",155,TRUE,FALSE,NA,NA,2016-11-22
"57","RT @LindbergFarias: Está começando o tuitaço #oPovoDecide! Não dá para algo tão importante como a #PEC55 passar sem ouvir a população. Part…",FALSE,0,NA,2016-11-22 18:21:11,FALSE,NA,"801128408751058944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AdsumP",155,TRUE,FALSE,NA,NA,2016-11-22
"58","RT @PTnaCamara: Saúde sucateada, investimentos em hospitais zerados. SUS falido. Esse é o futuro do Brasil com a #PEC55 Diga não! #oPovoDec…",FALSE,0,NA,2016-11-22 18:21:09,FALSE,NA,"801128399389556737",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LoboTeresinha",22,TRUE,FALSE,NA,NA,2016-11-22
"59","RT @LindbergFarias: Está começando o tuitaço #oPovoDecide! Não dá para algo tão importante como a #PEC55 passar sem ouvir a população. Part…",FALSE,0,NA,2016-11-22 18:20:42,FALSE,NA,"801128285107326976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sbastos91",155,TRUE,FALSE,NA,NA,2016-11-22
"60","Retweeted Beto Mafra (@BetoMafra):

#oPovoDecide - desmontando a #PEC55 @SenadoFederal #PECdaMORTENao... https://t.co/3Uq3XJRjQb",FALSE,0,NA,2016-11-22 18:20:29,FALSE,NA,"801128233848729600",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","wielewski_13",1,FALSE,FALSE,NA,NA,2016-11-22
"61","III GRANDE ATO Contra a #PEC55 &amp; a #MP746 https://t.co/rBAMi5ZrU3 https://t.co/sSdI3HtBaP",FALSE,0,NA,2016-11-22 18:20:28,FALSE,NA,"801128228345810944",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Guttto",0,FALSE,FALSE,NA,NA,2016-11-22
"62","RT @BetoMafra: #oPovoDecide - desmontando a #PEC55 @SenadoFederal #PECdaMORTENao https://t.co/HBMGOcWYGs @tijolaco @ktrem10  https://t.co/z…",FALSE,0,NA,2016-11-22 18:20:22,FALSE,NA,"801128203268063232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wielewski_13",4,TRUE,FALSE,NA,NA,2016-11-22
"63","RT @enioverri: O que almeja o governo com a #PEC55? Dar a conta dos juros de banqueiros ao povo. Referendo Já! #oPovoDecide",FALSE,0,NA,2016-11-22 18:20:13,FALSE,NA,"801128166257557504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","melizacaramez",25,TRUE,FALSE,NA,NA,2016-11-22
"64","RT @RogerioCorreia_: Bancada do @PTnoSenado lança campanha em favor de referendo sobre a #PECdaMaldade #oPovoDecide #PEC55 

https://t.co/r…",FALSE,0,NA,2016-11-22 18:19:58,FALSE,NA,"801128100939468800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LoboTeresinha",4,TRUE,FALSE,NA,NA,2016-11-22
"65","RT @ptbrasiI: RT PTnaCamara: #oPovoDecide expressa a mobilização que pede referendo para a sociedade decidir sobre a #PEC55 e es… https://t…",FALSE,0,NA,2016-11-22 18:19:55,FALSE,NA,"801128090500001792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","melizacaramez",6,TRUE,FALSE,NA,NA,2016-11-22
"66","RT @iury_belchior: Excelente iniciativa #OPovoDecide . A #PEC55 mata a esperança de um país desenvolvido.",FALSE,0,NA,2016-11-22 18:19:27,FALSE,NA,"801127970941403136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","melizacaramez",10,TRUE,FALSE,NA,NA,2016-11-22
"67","#oPovoDecide não aceitar a #PEC55",FALSE,2,NA,2016-11-22 18:17:52,FALSE,NA,"801127575133093888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kaaaska",1,FALSE,FALSE,NA,NA,2016-11-22
"68","RT @enioverri: Quem paga o pato com a #PEC55 é o Povo. Não taxam grandes fortunas, o governo prefere tirar de quem tem menos #OPovoDecide",FALSE,0,NA,2016-11-22 18:16:13,FALSE,NA,"801127159486029824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","digsnunes",93,TRUE,FALSE,NA,NA,2016-11-22
"69","RT @enioverri: Quem paga o pato com a #PEC55 é o Povo. Não taxam grandes fortunas, o governo prefere tirar de quem tem menos #OPovoDecide",FALSE,0,NA,2016-11-22 18:14:05,FALSE,NA,"801126623160442880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LiandersonViei2",93,TRUE,FALSE,NA,NA,2016-11-22
"70","RT @BohnGass: Ilegítimo e conivente c/ a corrupção, Temer ñ pode ter poder algum sobre o futuro do Brasil. #PEC55 #oPovoDecide",FALSE,0,NA,2016-11-22 18:13:16,FALSE,NA,"801126416121262084",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jotapassos",69,TRUE,FALSE,NA,NA,2016-11-22
"71","RT @BohnGass: Ilegítimo e conivente c/ a corrupção, Temer ñ pode ter poder algum sobre o futuro do Brasil. #PEC55 #oPovoDecide",FALSE,0,NA,2016-11-22 18:12:05,FALSE,NA,"801126118074028032",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","wielewski_13",69,TRUE,FALSE,NA,NA,2016-11-22
"72","RT @LindbergFarias: Está começando o tuitaço #oPovoDecide! Não dá para algo tão importante como a #PEC55 passar sem ouvir a população. Part…",FALSE,0,NA,2016-11-22 18:11:39,FALSE,NA,"801126010452344834",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rosafiuza",155,TRUE,FALSE,NA,NA,2016-11-22
"73","Tendo gente à favor, logo surgiriam veículos contrários, o debate seria instalado. Aqui vivemos um silêncio horroroso... #PEC55 #OcupaTudo",FALSE,1,NA,2016-11-22 18:09:10,FALSE,NA,"801125385433939969",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OficialRicardoC",0,FALSE,FALSE,NA,NA,2016-11-22
